Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	ABL1	Tgfb_48_4	-1	23.98787	758.3934	708.1147	-50.27869	0.999679	64964.39		1.794826	False											10	1854.324	17.52616	25.36543	8064.799	0.4086623	4.349185	
0	1	ACTB	Tgfb_48_4	-1	21.1111	720.6066	675.8361	-44.77051	0.9991748	287250.5		1.729833	False											4	2371.944	14.23113	22.93264	9790.978	0.5506238	4.127829	
0	2	CDC42	Tgfb_48_4	-1	24.20522	793.1475	761.1967	-31.95081	0.9997669	47313.03		1.627661	False											10	1447.358	14.48046	26.36228	7638.596	0.6174569	5.277615	
0	3	CDKN2A	Tgfb_48_4	-1	28.10812	804.2623	751.8033	-52.45898	0.9997997	77095.11		1.718662	False											17	2378.836	19.05597	29.5958	12698.1	0.4275314	5.337946	
0	4	NFKB2	Tgfb_48_4	-1	28.189	795.7377	754.1475	-41.59021	0.9998724	57598.91		1.627456	False											12	2252.77	16.70751	31.24922	11647.84	1.362217	5.170454	
0	5	EP300	Tgfb_48_4	-1	25.96464	805.7705	761.3442	-44.42627	0.9997501	81977.44		1.594761	False											18	2205.368	14.84216	28.42068	10341.08	0.7470042	4.689052	
0	6	PIK3CA	Tgfb_48_4	-1	27.31572	798.4262	757.3115	-41.11475	0.9997144	111969.9		1.696237	False											14	2379.116	17.62706	29.99768	10711.57	1.252392	4.50233	
0	7	PPIA	Tgfb_48_4	-1	22.30937	823.7049	778.1803	-45.5246	0.999625	211585.1		1.744769	False											14	1747.386	15.36617	23.95771	11565.03	0.4876126	6.618475	
0	8	SMURF1	Tgfb_48_4	-1	26.81711	822.3607	767.8688	-54.49182	0.9997347	95348.2		1.580357	False											15	2159.704	15.06217	29.22182	11134.99	0.6934258	5.155794	
0	9	FLI1	Tgfb_48_4												CurveFitFailed																
0	10	FOS	Tgfb_48_4												CurveFitFailed																
0	11	HSP90AB1	Tgfb_48_4	-1	22.49424	850.8525	796.8197	-54.03278	0.999867	51553.12		1.630795	False											16	1902.196	13.42411	24.86283	9899.061	0.71984	5.204018	
0	12	IKBKG	Tgfb_48_4	-1	27.47402	881.7213	819.4262	-62.2951	0.9997826	67611.8		1.590276	False											8	2187.201	15.81418	29.35095	11825.83	0.4469367	5.406833	
0	13	RARA	Tgfb_48_4	-1	27.26572	829.918	788.2951	-41.62292	0.9998367	29485.87		1.563426	False											12	1772.154	15.12312	29.12685	9560.135	0.3957111	5.394642	
0	14	RARG	Tgfb_48_4	-1	25.63593	858.3442	814.5574	-43.78687	0.9996282	153590.5		1.810804	False											8	2208.31	19.13374	26.87299	11828.7	0.3597218	5.356449	
0	15	ROCK2	Tgfb_48_4	-1	24.99493	864.9836	815.0164	-49.96716	0.9998648	51255.89		1.695918	False											4	2233.35	16.29367	26.93445	10567.35	0.6272919	4.731613	
0	16	RXRA	Tgfb_48_4	-1	26.68889	900.2623	841.6558	-58.60651	0.9996336	86867.44		1.587851	False											14	1910.257	15.30065	28.5557	10146.33	0.4300037	5.3115	
0	17	TGFBR2	Tgfb_48_4	-1	24.51148	874.1147	837.7377	-36.37701	0.9997844	74763.24		1.712407	False											6	1887.206	16.13515	26.85269	9346.977	0.9441556	4.952812	
0	18	CYP26A1	Tgfb_48_4	-1	29.47619	903.8853	840.6229	-63.26233	0.9996958	24622.31		1.566202	False											3	1742.001	16.71827	30.73094	10600.95	0.1896905	6.0855	
0	19	EEA1	Tgfb_48_4	-1	24.26218	868.3607	819.6558	-48.7049	0.9995263	164023.3		1.945923	False											11	2371.309	20.41979	25.26915	10685.19	0.3140514	4.506029	
0	20	KCNH2	Tgfb_48_4												CurveFitFailed																
0	21	FKBP1A	Tgfb_48_4	-1	24.76535	879.3279	828.8361	-50.49182	0.9995944	124550.9		1.593434	False											14	2196.82	14.19845	26.86683	10349.69	0.528214	4.711216	
0	22	PP1R15A	Tgfb_48_4	-1	26.50636	842.6066	786.8197	-55.78687	0.9998862	33635.48		1.61208	False											15	2070.266	15.77167	28.14461	11589.04	0.3601097	5.597849	
0	23	PPP2CA	Tgfb_48_4	-1	25.17851	844.459	814.8525	-29.60657	0.9997551	76142.16		1.714319	False											11	1998.996	16.59765	27.60623	9105.721	1.034605	4.555147	
0	24	PTEN	Tgfb_48_4	-1	25.53508	841.7213	798.7049	-43.01642	0.998652	168170.6		1.876188	False											11	1770.759	19.61654	28.01814	5994.485	1.608404	3.385263	
0	25	RAC1	Tgfb_48_4	-1	23.35452	828.4262	779.0656	-49.36066	0.9997095	121998.1		1.746079	False											14	1978.031	16.14338	24.97527	10653.65	0.4871356	5.385984	
0	26	TGFBR1	Tgfb_48_4	-1	26.36563	820	780.541	-39.45905	0.9998442	46515.76		1.673737	False											11	1903.579	16.72332	28.50011	9500.377	0.7305788	4.990798	
0	27	INPP5D	Tgfb_48_4												CurveFitFailed																
0	28	KAT2B	Tgfb_48_4	-1	28.55635	802.0328	767.2623	-34.77051	0.9997241	56142.2		1.665622	False											11	1879.516	18.3492	29.87631	11099.33	0.2964129	5.90542	
0	29	MDM2	Tgfb_48_4	-1	25.67402	792.1147	757.2131	-34.90161	0.9998616	48028.45		1.653335	False											12	2152.694	15.97666	27.53813	10804.28	0.5204714	5.018956	
0	30	NF2	Tgfb_48_4	-1	27.04707	803.9836	768.3442	-35.63934	0.9994184	68235.32		1.676444	False											11	2005.559	17.61298	28.2871	8675.365	0.2607974	4.325659	
0	31	SKI	Tgfb_48_4	-1	24.7253	798.3934	755.0984	-43.29504	0.9998379	80286.66		1.703078	False											7	1907.817	16.13241	27.00817	10923.44	0.8784678	5.725622	
0	32	B2M	Tgfb_48_4	-1	21.77625	816.9836	779.082	-37.90161	0.9997886	75266.07		1.630944	False											11	1814.366	12.95448	24.27811	9314.32	0.7891528	5.133651	
0	33	SMAD5	Tgfb_48_4	-1	26.02139	818.5246	781.2623	-37.26233	0.9997533	69139.48		1.723341	False											12	2065.532	17.32802	28.47433	8885.627	1.098488	4.301859	
0	34	SMAD9	Tgfb_48_4	-1	28.10002	825.7213	786.2459	-39.4754	0.9995278	201625.3		1.656158	False											13	2131.227	17.60192	29.94308	12665.07	0.5398458	5.942617	
0	35	ZFYVE9	Tgfb_48_4	-1	27.34216	822.918	774.1312	-48.78687	0.9995402	112476.8		1.657673	False											15	2365.18	17.04529	29.45881	9594.359	0.698509	4.056502	
0	36	ACTA2	Tgfb_48_4	-1	24.48046	794.4918	754.1147	-40.37708	0.9995152	151539.1		1.586782	False											16	1891.57	13.791	27.051	9468.193	0.7691939	5.005468	
0	37	CAV1	Tgfb_48_4	-1	21.63935	836.1147	783.1639	-52.95081	0.9996659	46516.22		1.713576	False											13	1572.855	14.15544	24.20729	6004.122	1.074572	3.81734	
0	38	CDKN1A	Tgfb_48_4	-1	23.08965	792.9836	754.8525	-38.1311	0.9996453	240747.3		1.685452	False											14	1726.418	14.89107	24.86793	12958.99	0.4893002	7.506286	
0	39	CREBBP	Tgfb_48_4	-1	25.38451	811.9344	776.8197	-35.11475	0.9996239	61557.45		1.692837	False											10	1774.914	16.23934	28.2812	6824.829	1.413922	3.845161	
0	40	NOX4	Tgfb_48_4	-1	24.7042	816.8033	777.8525	-38.95081	0.9993476	223043		2.044446	False											12	2132.425	22.48011	25.55496	10566.63	0.2765674	4.955217	
0	41	PAK2	Tgfb_48_4	-1	23.52237	798.0656	750.7705	-47.29504	0.9994654	172645.5		2.138238	False											18	2319.796	23.11784	24.04266	13047.96	0.1211145	5.624616	
0	42	PIK3R1	Tgfb_48_4	-1	25.06614	784.6721	752.082	-32.59015	0.9998211	71405.45		1.766552	False											12	1742.058	17.75178	26.62749	10470.75	0.49689	6.010567	
0	43	PPM1A	Tgfb_48_4	-1	25.82185	790.7541	762.8853	-27.86884	0.9998673	37298.7		1.800669	False											14	1759.882	18.9484	27.31168	9159.803	0.5000718	5.204783	
0	44	SMURF2	Tgfb_48_4	-1	25.17708	795.3442	755.7705	-39.57373	0.9995903	105081.9		1.617245	False											13	1636.688	15.04858	26.82938	9985.445	0.3590514	6.101007	
0	45	FNTB	Tgfb_48_4	-1	30.01336	774.4099	731.9344	-42.4754	0.9995818	128357.3		1.722199	False											11	2150.853	20.26551	31.87425	11244.25	0.6757304	5.227813	
0	46	GAPDH	Tgfb_48_4	-1	21.14391	770.3115	752.1639	-18.14752	0.9997309	152478.3		1.712257	False											13	2087.047	14.04659	22.79088	12137.84	0.4271562	5.815795	
0	47	ID1	Tgfb_48_4	-1	27.2004	786.6229	760.4918	-26.1311	0.9997625	49086.59		1.629484	False											10	1903.38	16.6038	28.73735	10160.96	0.3433115	5.338377	
0	48	IL1A	Tgfb_48_4												CurveFitFailed																
0	49	RARB	Tgfb_48_4												CurveFitFailed																
0	50	RNF111	Tgfb_48_4	-1	26.92839	790.6885	757.6066	-33.08197	0.9990677	161037.3		1.84832	False											10	1846.842	20.86143	28.09711	8261.258	0.3608797	4.47318	
0	51	RPS6KB1	Tgfb_48_4	-1	26.51597	773.6393	753.1967	-20.44263	0.9992568	69034.21		1.849365	False											16	2148.46	20.17912	28.32099	6107.193	0.8068301	2.842591	
0	52	RXRB	Tgfb_48_4	-1	26.93864	763.1639	729.7541	-33.40985	0.9998879	26296.99		1.581867	False											19	1555.405	15.1943	29.22933	8998.309	0.6346408	5.785186	
0	53	TIMP3	Tgfb_48_4	-1	23.25502	706.3607	685.7213	-20.63934	0.9997327	179669.2		1.692655	False											11	2336.489	14.96739	25.54883	12598.24	0.8343173	5.391953	
0	54	CTGF	Tgfb_48_4	-1	22.46575	770.9016	738.082	-32.81964	0.9996656	104946.3		1.579348	False											19	1733.151	12.47247	25.11585	9044.015	0.7529386	5.218248	
0	55	DHX9	Tgfb_48_4	-1	25.18418	737.0164	705.0984	-31.91803	0.9997257	164860.4		1.799783	False											10	2137.869	18.35947	26.86358	12345.98	0.6184732	5.774902	
0	56	EIF3I	Tgfb_48_4	-1	24.85883	760.7049	726.6066	-34.09833	0.9998823	46430.42		1.649932	False											15	1947.114	15.21441	27.32931	10156.99	0.8843281	5.21643	
