Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	ABL1	Tgfb_48_4	-1	24.92349	789.4099	737.8033	-51.60657	0.9996095	80867.23		1.812755	False											10	1800.841	18.55688	26.26661	8190.133	0.4151357	4.54795	
0	1	ACTB	Tgfb_48_4	-1	20.59329	790.6885	737.2131	-53.4754	0.99889	364844.3		1.717917	False											12	2099.291	13.64249	22.59625	9163.934	0.6340979	4.365252	
0	2	CDC42	Tgfb_48_4	-1	24.01648	812.7377	751.7869	-60.95087	0.9998678	33958.17		1.691576	False											7	1417.36	15.61345	25.80359	8370.468	0.51598	5.905673	
0	3	CDKN2A	Tgfb_48_4	-1	27.29782	791.9672	741.0328	-50.93445	0.9995988	155705.6		1.837469	False											14	2283.106	21.04224	28.35326	12882.14	0.2944204	5.642375	
0	4	NFKB2	Tgfb_48_4	-1	27.5855	795.8525	747.0328	-48.8197	0.9997746	115172.5		1.709902	False											8	2207.178	18.19685	29.8434	12111.79	0.9198101	5.487455	
0	5	EP300	Tgfb_48_4	-1	25.57068	835.2295	765.6558	-69.57373	0.9997196	70061.9		1.672249	False											5	1939.56	16.18993	27.66226	8785.553	0.6882263	4.529663	
0	6	PIK3CA	Tgfb_48_4	-1	26.28138	798.9836	740.1639	-58.81964	0.9995732	167439.1		1.833258	False											19	2238.63	19.68891	28.14588	10352.23	0.8280005	4.624358	
0	7	PPIA	Tgfb_48_4	-1	22.28401	832	765.7541	-66.24591	0.9997905	112133		1.767155	False											16	1591.94	15.7649	23.77032	11361.03	0.4217914	7.136593	
0	8	SMURF1	Tgfb_48_4	-1	27.06825	808.4918	751.7541	-56.73773	0.999711	97145.36		1.657853	False											12	1985.461	16.94927	28.9682	10776.44	0.563969	5.427678	
0	9	FLI1	Tgfb_48_4	-1	29.51352	813.459	753.8853	-59.57379	0.9996293	103768.8		1.62341	False											15	1997.288	18.08443	30.74625	15807.04	0.2307642	7.914248	
