Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	NID1	Tgfb_48_4	-1	23.21562	759.2623	714.0164	-45.24585	0.9997644	62875.06		1.708609	FALSE											14	1510.728	15.25668	25.32712	8025.26	0.7383703	5.312181	
0	1	COL7A1	Tgfb_48_4	-1	23.31479	772.8197	728.6393	-44.18036	0.9996411	90357.84		1.734493	FALSE											8	1546.881	16.14399	24.46931	9883.262	0.2390947	6.389156	
0	2	COL1A2	Tgfb_48_4	-1	19.62652	843.2787	790.2951	-52.98358	0.9996336	96600.09		1.560708	FALSE											15	1634.112	10.50826	22.57542	8108.844	0.7878038	4.962232	
0	3	SERPINE1	Tgfb_48_4	-1	20.99357	808.5246	764.2131	-44.31146	0.9997111	86381.06		1.617374	FALSE											6	1230.682	12.23595	23.61397	8051.737	0.8081316	6.542499	
0	4	ELN	Tgfb_48_4	-1	25.26813	796.9672	752.9672	-44	0.9997854	92918.47		1.577344	FALSE											9	1782.596	14.14816	27.4981	11531.12	0.5686539	6.46872	
0	5	HAS2	Tgfb_48_4	-1	28.39076	799.2295	748.6558	-50.57373	0.9993867	258242.9		1.724739	FALSE											7	2235.651	19.23278	30.16509	12170.15	0.6071116	5.443671	
0	6	MMP9	Tgfb_48_4	-1	28.29155	836.7377	773.5082	-63.22955	0.9994951	71532.55		1.596406	FALSE											4	1779.806	16.84624	29.2875	15443.29	0.1223339	8.676955	
0	9	MMP14	Tgfb_48_4	-1	22.386	788.1147	733.8197	-54.29504	0.9996428	195324.2		1.717542	FALSE											4	1255.799	14.9334	24.18467	10879.91	0.5387669	8.663734	
0	10	SMAD2	Tgfb_48_4	-1	25.33329	814.8033	757.2951	-57.50818	0.9998417	57735.04		1.678898	FALSE											10	1658.925	16.09779	27.62423	9607.668	0.8362155	5.791502	
0	11	SMAD6	Tgfb_48_4	-1	30.014	857.2951	790.5738	-66.72131	0.9989174	58548.84		1.76221	FALSE											6	1783.396	20.83648	32.5747	5132.629	1.399642	2.878009	
0	12	GREM1	Tgfb_48_4	-1	29.46032	827.1967	766.7705	-60.42621	0.9988092	36413.89		1.556116	FALSE											5	1546.443	16.56645	30.52674	8922.476	0.1232393	5.769676	
0	13	JUN	Tgfb_48_4	-1	25.24346	869.3771	811.4099	-57.96722	0.9998406	66166.73		1.649536	FALSE											16	2063.763	15.48726	27.56923	10695.05	0.7884039	5.182305	
0	14	MMP1	Tgfb_48_4	-1	30.46621	871.6229	815.2131	-56.40979	0.9995555	85687.11		1.648136	FALSE											10	2050.83	18.92402	32.35972	10161.44	0.5777665	4.954796	
0	15	FBN1	Tgfb_48_4	-1	21.87626	892.1147	843.2295	-48.88525	0.9997444	76086.38		1.63879	FALSE											13	1657.142	13.23558	23.97561	8851.188	0.5669792	5.341238	
0	18	ITGA1	Tgfb_48_4	-1	25.43353	879.7049	835.6885	-44.01636	0.9996971	48724.79		1.692715	FALSE											18	2040.279	16.26539	28.3502	7057.869	1.43574	3.459266	
0	19	BGN	Tgfb_48_4	-1	21.26483	861.6229	823.7377	-37.88519	0.9997527	120303.4		1.630691	FALSE											19	2254.362	12.55747	24.20916	10703.72	1.092882	4.748004	
0	20	THBS2	Tgfb_48_4	-1	22.54776	872.7049	828.8197	-43.88519	0.9997139	46939.91		1.56343	FALSE											4	1743.303	12.29309	24.93057	7367.496	0.5678525	4.226171	
0	21	VIM	Tgfb_48_4	-1	19.69878	832.6885	794.8361	-37.85248	0.999623	104328.6		1.784061	FALSE											9	1823.548	13.98738	21.52948	8182.217	0.6154104	4.486977	
0	22	FBLN1	Tgfb_48_4	-1	20.63762	845.5738	808.6885	-36.88525	0.9997483	79515.36		1.625766	FALSE											4	1587.227	12.15111	23.25231	8533.642	0.8190687	5.376446	
0	23	CTGF	Tgfb_48_4	-1	20.22433	856.459	812.9508	-43.50824	0.9987543	237319		1.708556	FALSE											8	1326.803	13.25083	22.23906	6701	0.6166066	5.050487	
0	27	VEGFA	Tgfb_48_4	-1	24.89764	809.4426	766.9344	-42.50818	0.9997288	118801.1		1.679485	FALSE											7	2090.624	15.67098	27.84321	10307.44	1.396121	4.930317	
0	28	MMP3	Tgfb_48_4	-1	28.53189	803.0492	762.3771	-40.67212	0.9987998	149693.9		1.802137	FALSE											6	1679.912	21.25048	29.68179	7937.85	0.3269353	4.725159	
0	29	GAPDH	Tgfb_48_4	-1	21.12928	797.1312	758.8525	-38.27869	0.9995626	140140.1		1.689908	FALSE											11	1647.779	13.57184	23.18419	8765.15	0.6251289	5.319374	
0	30	COL1A1	Tgfb_48_4	-1	16.98076	756.7213	726.5574	-30.16394	0.9997965	138795.5		1.767799	FALSE											12	1870.528	11.78963	18.83887	11995.48	0.5430297	6.412885	
0	31	IL6R	Tgfb_48_4	-1	31.15584	813.2623	776.8361	-36.42621	0.9989926	80614.97		1.543495	FALSE											7	1806.276	16.46359	34.49588	6718.431	1.275474	3.719494	
0	32	B2M	Tgfb_48_4	-1	22.04409	811.918	771.1147	-40.80328	0.9997762	88393.69		1.608118	FALSE											9	1558.836	12.72675	24.62199	9570.907	0.7812405	6.13978	
0	36	SMAD3	Tgfb_48_4	-1	26.70591	802.4426	770.7049	-31.73773	0.9998793	49661.92		1.681288	FALSE											8	1854.688	17.14681	28.68237	11050.18	0.6464826	5.957974	
0	37	LAMA1	Tgfb_48_4	-1	28.07674	814.3442	784.0492	-30.29504	0.9992695	49041.25		1.679635	FALSE											8	1314.019	17.63835	31.51902	4734.591	2.078679	3.603137	
0	38	MMP15	Tgfb_48_4												CurveFitFailed																
0	39	ITGA2	Tgfb_48_4	-1	27.10536	808.3934	779.0492	-29.34424	0.9996538	58145.05		1.716895	FALSE											11	1295.687	18.24074	28.76054	7473.849	0.5104858	5.768253	
0	40	FN1	Tgfb_48_4	-1	17.35199	821.7541	794.1312	-27.62292	0.9995158	199574.1		1.577969	FALSE											12	1342.677	9.498544	20.03618	9600.654	0.6143817	7.150384	
0	41	PTGER3	Tgfb_48_4												CurveFitFailed																
0	42	PPIA	Tgfb_48_4	-1	22.19481	804.6229	772.082	-32.54095	0.9997424	82661.66		1.729805	FALSE											11	1296.05	14.96895	24.07236	8459.304	0.6038706	6.526988	
0	45	DCN	Tgfb_48_4	-1	20.89597	815.9016	776.4099	-39.49176	0.9985512	444673.1		1.805391	FALSE											13	1578.246	15.053	23.12919	7996.373	1.005372	5.06662	
0	46	LAMC1	Tgfb_48_4	-1	22.06585	800.0492	762.4754	-37.57379	0.9997751	71985.44		1.754533	FALSE											22	1584.376	15.34419	23.71452	8904.746	0.4972205	5.620349	
0	47	ACTB	Tgfb_48_4	-1	20.88285	812.1147	781.6066	-30.50818	0.9993244	217418.8		1.694378	FALSE											12	1807.102	13.4621	22.98823	8814.133	0.6606202	4.877495	
0	48	COL5A1	Tgfb_48_4	-1	24.97201	771.3442	738.6066	-32.73767	0.9997151	81662.19		1.665377	FALSE											7	1373.813	15.76285	26.7949	8996.492	0.5082426	6.548557	
0	49	TIMP1	Tgfb_48_4	-1	20.90357	781.3442	740.3279	-41.01636	0.999681	137289		1.70265	FALSE											14	1808.652	13.57382	23.11475	9817.726	0.74899	5.428202	
0	50	COL4A1	Tgfb_48_4	-1	23.39112	795.2131	763.4099	-31.80328	0.9997063	56439.23		1.557966	FALSE											9	1028.104	12.6017	26.13165	6907.814	0.7633056	6.718985	
0	51	LOXL2	Tgfb_48_4	-1	23.58361	790.9508	768.3607	-22.59015	0.9996849	85106.89		1.805625	FALSE											6	1249.779	17.45111	24.86126	8556.556	0.3591264	6.846457	
0	54	MMP19	Tgfb_48_4	-1	26.38429	801.8033	761.9672	-39.83606	0.9998819	32809.71		1.612386	FALSE											15	1651.248	15.51539	28.57473	9397.924	0.6371152	5.691406	
0	55	LAMA3	Tgfb_48_4	-1	27.90651	805.5082	770.4426	-35.06555	0.9995843	78512.01		1.662217	FALSE											20	1632.843	17.25353	30.94006	7492.881	1.484915	4.588856	
0	56	THBS1	Tgfb_48_4	-1	19.84642	811.0328	776.6558	-34.37701	0.9998593	53221.63		1.689901	FALSE											19	1840.657	12.72081	21.88615	9540.356	0.5888414	5.183127	
0	57	SMAD7	Tgfb_48_4	-1	25.70988	784.1312	742.1312	-42	0.999819	29751.82		1.640697	FALSE											19	1325.259	15.7283	27.65878	7233.079	0.5464174	5.457862	
0	58	COL3A1	Tgfb_48_4	-1	18.97715	780.8197	746.5246	-34.2951	0.9997579	25659.29		1.804796	FALSE											4	955.3476	13.63456	21.14275	4752.807	0.8929475	4.974951	
0	59	LOXL1	Tgfb_48_4	-1	21.13174	793.0328	746.459	-46.57373	0.998337	140649.8		2.322191	FALSE											9	1100.378	22.8915	21.69218	5240.465	0.1730724	4.762423	
0	60	VCAN	Tgfb_48_4	-1	23.14059	784.8033	747.5901	-37.21313	0.9991523	121890.6		1.726699	FALSE											18	1192.906	15.31976	26.02287	5681.007	1.476381	4.762328	
0	63	SMAD4	Tgfb_48_4	-1	24.53931	788.3771	788.4099	0.03277588	0.9996449	116866.7		1.836427	FALSE											17	1819.755	18.71776	25.78119	9919.087	0.3742962	5.45078	
0	64	SPARC	Tgfb_48_4	-1	18.78923	794.6393	785.7049	-8.934448	0.9998515	34443.64		1.620985	FALSE											19	1481.652	10.95611	21.37682	7442.163	0.732297	5.022881	
0	65	TGFB1	Tgfb_48_4	-1	24.69927	787.082	761.9672	-25.11475	0.9997231	92323.88		1.610471	FALSE											17	1355.892	14.41166	27.06403	9233.142	0.7096775	6.809645	
0	66	ITGA6	Tgfb_48_4	-1	30.55851	740.4426	727.8525	-12.59015	0.999811	33045.76		1.560799	FALSE											10	1625.478	16.51221	34.11783	8347.141	1.546873	5.135192	
0	67	FGFR3	Tgfb_48_4	-1	32.09753	750.6721	721.2131	-29.45898	0.9992936	65892.59		1.57174	FALSE											13	1332.443	18.39566	33.35662	13031.34	0.211983	9.780033	
0	68	MMP2	Tgfb_48_4	-1	20.25279	755	737.5574	-17.44263	0.999791	85443.38		1.616841	FALSE											13	1529.365	11.73371	23.15765	9301.266	0.9780662	6.081782	
0	69	TIMP2	Tgfb_48_4	-1	20.2442	740.2623	739.0656	-1.196716	0.9997189	71201.12		1.783721	FALSE											21	1553.141	14.55281	21.61847	8301.84	0.3510633	5.345195	
1	0	NID1	Tgfb_18_5	-1	23.3803	780.3115	736.1147	-44.19672	0.9996134	105425.2		1.693796	FALSE											10	1507.35	15.07343	25.6602	8044.539	0.8292044	5.336876	
1	1	COL7A1	Tgfb_18_5	-1	22.74244	814.2295	762.7869	-51.44263	0.9998584	34680.75		1.680509	FALSE											8	1484.184	14.73356	24.10913	9381.147	0.2785258	6.320744	
1	2	COL1A2	Tgfb_18_5	-1	19.32816	850.6885	801.1639	-49.5246	0.9997978	49785.09		1.558538	FALSE											11	1593.464	10.29793	22.36065	7804.541	0.8181826	4.897846	
1	3	SERPINE1	Tgfb_18_5	-1	20.51076	799.4754	748.0492	-51.42621	0.9998404	51036.37		1.635447	FALSE											5	1241.894	12.23804	23.03398	8240.824	0.7830519	6.635691	
1	4	ELN	Tgfb_18_5	-1	25.71142	816.8688	762.6229	-54.24591	0.9996728	141733.7		1.618712	FALSE											7	1843.795	15.31922	27.61282	11865.62	0.4846311	6.43543	
1	5	HAS2	Tgfb_18_5	-1	27.29629	814.8197	761.7541	-53.06561	0.9997309	124229.2		1.6819	FALSE											12	2201.515	17.49729	29.41805	11888.76	0.7511469	5.40026	
1	6	MMP9	Tgfb_18_5	-1	28.82753	828.4754	780.4426	-48.03278	0.9997156	39722.75		1.549141	FALSE											6	1738.31	15.91058	30.14429	12996.54	0.1899631	7.476534	
1	9	MMP14	Tgfb_18_5	-1	22.76082	841.918	792.4426	-49.4754	0.9997271	125631.6		1.676992	FALSE											4	1199.5	14.46024	24.76356	10072.43	0.5989519	8.397195	
1	10	SMAD2	Tgfb_18_5	-1	25.37142	838.7049	787.2623	-51.44263	0.9998588	50195.39		1.676583	FALSE											5	1634.668	16.05565	27.751	9441.593	0.8970559	5.775848	
1	11	SMAD6	Tgfb_18_5												CurveFitFailed																
1	12	GREM1	Tgfb_18_5	-1	28.72073	828.6558	789.0656	-39.59021	0.9990132	30191.14		1.58971	FALSE											6	1540.122	17.01128	29.62697	9597.884	0.09398773	6.2319	
