Interactie,Interactors,MI
A1CF,ABCA5,0.08254276
A1CF,ABCC8,0.17084997
A1CF,ACKR3,0.09219639
A1CF,ACSS3,0.1043187
A1CF,AFDN,0.09057609
A1CF,AKAP12,0.15085087
A1CF,AKT1S1,0.1043187
A1CF,ANKRD36B,0.22129466
A1CF,APBB2,0.12492348
A1CF,APOL3,0.2061494
A1CF,ARMC8,0.12923053
A1CF,ATN1,0.08254276
A1CF,B4GALT1,0.10450354
A1CF,BRF1,0.11751387
A1CF,CAMK2A,0.12514037
A1CF,CASTOR2,0.12217771
A1CF,CBX6,0.09219639
A1CF,CD8A,0.08595599
A1CF,CLEC5A,0.15085087
A1CF,CMTM4,0.12684889
A1CF,COL7A1,0.08595599
A1CF,COLCA1,0.19680787
A1CF,CTXN1,0.12923053
A1CF,CX3CL1,0.11751387
A1CF,CXCR1,0.1043187
A1CF,CYFIP2,0.18293891
A1CF,DRD3,0.22563548
A1CF,DSCC1,0.08595599
A1CF,DUSP3,0.12684889
A1CF,DUSP6,0.08595599
A1CF,EDAR,0.22563548
A1CF,EDC4,0.20199846
A1CF,EPB41L3,0.12217771
A1CF,EPM2AIP1,0.23486881
A1CF,EPM2AIP1,0.09600695
A1CF,ETF1,0.07994476
A1CF,FAM161B,0.08590221
A1CF,FAM170A,0.07994476
A1CF,FANCD2,0.08025668
A1CF,FBXW2,0.08254276
A1CF,GCNT1,0.12183497
A1CF,GMFG,0.08254276
A1CF,GOLGA7B,0.12217771
A1CF,HAUS5,0.08025668
A1CF,HES1,0.12684889
A1CF,HES1,0.12217771
A1CF,HOXC6,0.09057609
A1CF,ICAM4,0.10576755
A1CF,KDM4B,0.23486881
A1CF,KDM5A,0.1043187
A1CF,KIAA0586,0.10344802
A1CF,KIFC3,0.19670927
A1CF,KLF11,0.08254526
A1CF,KLHL26,0.19670927
A1CF,KMT2D,0.12866719
A1CF,KRTAP12-2,0.1375739
A1CF,LDB3,0.12217771
A1CF,LIF,0.12252463
A1CF,MAFG,0.08815181
A1CF,NIPAL4,0.08815181
A1CF,NUDT6,0.12357774
A1CF,P2RX2,0.22129466
A1CF,PDK1,0.08815181
A1CF,PIGA,0.10344802
A1CF,PLEKHA6,0.12357774
A1CF,PSPC1,0.17084997
A1CF,RCHY1,0.1043187
A1CF,RRNAD1,0.07847439
A1CF,SECTM1,0.10450354
A1CF,SIX5,0.12183497
A1CF,SLC7A1,0.07847439
A1CF,SMCO4,0.16727492
A1CF,SMYD4,0.22563548
A1CF,SNAPC4,0.09907827
A1CF,SORBS1,0.08815181
A1CF,SPEN,0.19680787
A1CF,SRC,0.12183497
A1CF,SYP,0.22129466
A1CF,TLR4,0.13817238
A1CF,TMEM170B,0.1260778
A1CF,TMEM2,0.1375739
A1CF,TMEM25,0.09219639
A1CF,TNC,0.09219639
A1CF,TPD52,0.12514037
A1CF,TPD52,0.1375739
A1CF,TPP1,0.16727492
A1CF,TRPS1,0.14197354
A1CF,TRUB1,0.20199846
A1CF,TUBGCP3,0.07994476
A1CF,VSTM1,0.11041635
A1CF,WBSCR17,0.14574834
A1CF,WIZ,0.2061494
A1CF,ZFPM1,0.18293891
A1CF,ZFYVE27,0.18293891
A1CF,ZNF181,0.10344802
A1CF,ZNF260,0.14197354
A1CF,ZNF469,0.15795847
ABCA5,A1CF,0.08254276
ABCA5,ACKR3,0.2061494
ABCA5,ACSS3,0.1191461
ABCA5,ACTBL2,0.14971969
ABCA5,ACVR2B,0.1260778
ABCA5,ADM,0.12357774
ABCA5,AMOTL2,0.10344802
ABCA5,AMT,0.08254526
ABCA5,AMT,0.11041635
ABCA5,ANKRD36B,0.09907827
ABCA5,ANKS1A,0.17084997
ABCA5,AP3B2,0.15795847
ABCA5,APBB2,0.09219639
ABCA5,APPL1,0.19670927
ABCA5,ASB8,0.09600695
ABCA5,ATN1,0.2541504
ABCA5,B4GALT1,0.18778519
ABCA5,BCL7A,0.12684889
ABCA5,BRF1,0.08254276
ABCA5,BTG2,0.14971969
ABCA5,CAMK2A,0.08025668
ABCA5,CBX6,0.2061494
ABCA5,CCDC90B,0.09057609
ABCA5,CD28,0.22563548
ABCA5,CDC20B,0.15795847
ABCA5,CMTM4,0.08595599
ABCA5,COL3A1,0.08254526
ABCA5,COL7A1,0.17756414
ABCA5,CORO1A,0.23486881
ABCA5,CPEB3,0.11041635
ABCA5,CX3CL1,0.12866719
ABCA5,CYFIP2,0.08595599
ABCA5,DACT1,0.08254526
ABCA5,DCDC2,0.0921589
ABCA5,DENND2D,0.1043187
ABCA5,DUSP3,0.08595599
ABCA5,DUSP6,0.17756414
ABCA5,EDC4,0.08815181
ABCA5,ENPP3,0.12217771
ABCA5,EPAS1,0.08590221
ABCA5,ETF1,0.14197354
ABCA5,F3,0.07994476
ABCA5,FAM161B,0.09600695
ABCA5,FAM170A,0.14197354
ABCA5,FANCD2,0.17084997
ABCA5,FBXW2,0.10576755
ABCA5,GMFG,0.17084997
ABCA5,HAUS5,0.1375739
ABCA5,HES1,0.08595599
ABCA5,HLA-G,0.14197354
ABCA5,HOXB13,0.0921589
ABCA5,HYKK,0.10576755
ABCA5,HYOU1,0.11751387
ABCA5,ICAM4,0.08815181
ABCA5,INMT,0.13817238
ABCA5,INPP5D,0.09600695
ABCA5,IP6K1,0.0921589
ABCA5,KCNJ5,0.14197354
ABCA5,KCTD15,0.12183497
ABCA5,KDM5A,0.09907827
ABCA5,KIAA0930,0.11751387
ABCA5,KIF2C,0.2061494
ABCA5,KRTAP12-2,0.13817238
ABCA5,LIF,0.07994476
ABCA5,MAFG,0.19670927
ABCA5,MTG2,0.13817238
ABCA5,MYO10,0.10450354
ABCA5,NAIP,0.15085087
ABCA5,NIPAL4,0.10450354
ABCA5,NNT,0.1043187
ABCA5,P2RX2,0.09907827
ABCA5,PDK1,0.19680787
ABCA5,PIGA,0.08254276
ABCA5,PLEKHA2,0.11041635
ABCA5,PMEPA1,0.1043187
ABCA5,PMM2,0.08590221
ABCA5,PSPC1,0.08815181
ABCA5,PXDC1,0.14197354
ABCA5,RCHY1,0.1191461
ABCA5,RELL2,0.21582629
ABCA5,RNF34,0.15085087
ABCA5,RRNAD1,0.12684889
ABCA5,SAV1,0.09600695
ABCA5,SCARA5,0.19670927
ABCA5,SH3GLB2,0.12217771
ABCA5,SHANK2,0.0921589
ABCA5,SHPRH,0.1043187
ABCA5,SIX1,0.12514037
ABCA5,SIX5,0.15795847
ABCA5,SLC15A1,0.1043187
ABCA5,SLC7A1,0.12684889
ABCA5,SNAPC4,0.22563548
ABCA5,SORBS1,0.10450354
ABCA5,SRBD1,0.1375739
ABCA5,SRC,0.15795847
ABCA5,STAG3,0.1043187
ABCA5,SYP,0.09907827
ABCA5,TACC2,0.16727492
ABCA5,TLR4,0.08254526
ABCA5,TMEM170B,0.07994476
ABCA5,TMEM2,0.12183497
ABCA5,TRIM10,0.09219639
ABCA5,TRUB1,0.08815181
ABCA5,TSC22D1,0.12183497
ABCA5,TXNIP,0.12252463
ABCA5,VWA5A,0.17756414
ABCA5,ZFPM1,0.08595599
ABCA5,ZFYVE27,0.08595599
ABCA5,ZNF385A,0.14574834
ABCA5,ZNF516,0.12514037
ABCA5,ZNF560,0.09057609
ABCA5,ZNF71,0.12684889
ABCB8,ABCC8,0.11751387
ABCB8,ABCD4,0.22129466
ABCB8,ACTBL2,0.16873057
ABCB8,ACVR2B,0.12866719
ABCB8,ADM,0.12866719
ABCB8,AFDN,0.07994476
ABCB8,AKAP1,0.14197354
ABCB8,AMOTL2,0.13817238
ABCB8,AMT,0.12514037
ABCB8,AMT,0.13817238
ABCB8,ANKRD44,0.14971969
ABCB8,ANKS1A,0.11751387
ABCB8,APOL3,0.10450354
ABCB8,ARMC8,0.08254526
ABCB8,ASB8,0.10450354
ABCB8,BTG2,0.16873057
ABCB8,CASTOR2,0.1043187
ABCB8,CCDC90B,0.09057609
ABCB8,CCNJL,0.23486881
ABCB8,CD8A,0.10344802
ABCB8,COL3A1,0.12514037
ABCB8,COLCA1,0.10576755
ABCB8,CPEB3,0.13817238
ABCB8,CTXN1,0.08254526
ABCB8,DACT1,0.12514037
ABCB8,DCDC2,0.17756414
ABCB8,DENND2D,0.16727492
ABCB8,DRD3,0.10148671
ABCB8,DSCC1,0.20199846
ABCB8,DUSP2,0.22563548
ABCB8,EPHB1,0.1260778
ABCB8,EPM2AIP1,0.12492348
ABCB8,FBXW2,0.09057609
ABCB8,FER,0.15795847
ABCB8,FJX1,0.18778519
ABCB8,GCNT1,0.0921589
ABCB8,GMFG,0.12866719
ABCB8,HIVEP3,0.08595599
ABCB8,HLA-G,0.1375739
ABCB8,ID1,0.20199846
ABCB8,INPP5D,0.10450354
ABCB8,IPPK,0.09057609
ABCB8,KCNJ5,0.1375739
ABCB8,KCNS3,0.12492348
ABCB8,KMT2D,0.1375739
ABCB8,LCMT2,0.19670927
ABCB8,MYO10,0.19670927
ABCB8,NAIP,0.12183497
ABCB8,NIPAL4,0.12217771
ABCB8,NIPAL4,0.08254276
ABCB8,NNT,0.08254526
ABCB8,NUDT14,0.20199846
ABCB8,PIGA,0.09600695
ABCB8,PMEPA1,0.0921589
ABCB8,PRICKLE2,0.12514037
ABCB8,RESP18,0.12514037
ABCB8,RND2,0.12217771
ABCB8,RRNAD1,0.08590221
ABCB8,SAV1,0.10450354
ABCB8,SECTM1,0.08025668
ABCB8,SERPINE1,0.23486881
ABCB8,SHPRH,0.16727492
ABCB8,SHTN1,0.14574834
ABCB8,SIX1,0.18778519
ABCB8,SLC15A1,0.0921589
ABCB8,SLC30A1,0.1260778
ABCB8,SLC7A1,0.08590221
ABCB8,SMCO4,0.12183497
ABCB8,SMYD4,0.10148671
ABCB8,SNAPC4,0.17084997
ABCB8,SORBS1,0.08254276
ABCB8,SORBS1,0.1260778
ABCB8,SPEN,0.10576755
ABCB8,SUSD6,0.14574834
ABCB8,TLR4,0.12514037
ABCB8,TLR4,0.14197354
ABCB8,TMEM170B,0.07994476
ABCB8,TNC,0.15085087
ABCB8,TPP1,0.1043187
ABCB8,TUBGCP3,0.15085087
ABCB8,VSTM1,0.12183497
ABCB8,WDR62,0.12514037
ABCB8,WIZ,0.10450354
ABCB8,XPO1,0.19680787
ABCB8,ZNF385A,0.1191461
ABCB8,ZNF436,0.12217771
ABCB8,ZNF469,0.08025668
ABCB8,ZNF496,0.09057609
ABCB8,ZNF560,0.09057609
ABCC8,A1CF,0.17084997
