Interactie,Interactors,MI
A1CF,ABHD17C,0.14574834
A1CF,ACKR3,0.08595599
A1CF,ACTBL2,0.17084997
A1CF,ACVR2B,0.14197354
A1CF,ADAMTSL1,0.09600695
A1CF,AKAP12,0.10148671
A1CF,AMT,0.16873057
A1CF,AMT,0.10450354
A1CF,ANKRD36B,0.17756414
A1CF,ANKS1A,0.17084997
A1CF,AP3B2,0.23486881
A1CF,APBB2,0.08590221
A1CF,ASB8,0.10344802
A1CF,BACE1,0.08254276
A1CF,BRF1,0.14574834
A1CF,BTG2,0.12866719
A1CF,CAMK2A,0.10344802
A1CF,CASTOR2,0.16727492
A1CF,CBX6,0.10450354
A1CF,CCDC90B,0.14197354
A1CF,CCNJL,0.10148671
A1CF,CD28,0.09219639
A1CF,CD8A,0.10344802
A1CF,CLEC5A,0.12492348
A1CF,COLCA1,0.16873057
A1CF,CRLS1,0.10344802
A1CF,CSPP1,0.19680787
A1CF,CX3CL1,0.15085087
A1CF,DCDC2,0.09219639
A1CF,DSCC1,0.14971969
A1CF,DUSP6,0.10344802
A1CF,ENPP3,0.19670927
A1CF,EPAS1,0.14574834
A1CF,EPB41L3,0.12923053
A1CF,EPM2AIP1,0.14197354
A1CF,EQTN,0.13817238
A1CF,F3,0.12866719
A1CF,FAM170A,0.11751387
A1CF,FER,0.1260778
A1CF,FJX1,0.07994476
A1CF,GOLGA7B,0.12866719
A1CF,HES1,0.12357774
A1CF,HYKK,0.12866719
A1CF,HYOU1,0.15795847
A1CF,ID1,0.14197354
A1CF,INPP5D,0.17084997
A1CF,KCNJ5,0.08254276
A1CF,KCTD15,0.11751387
A1CF,KDM4B,0.17756414
A1CF,KIFC3,0.12684889
A1CF,KLHL26,0.10148671
A1CF,KMT2D,0.1375739
A1CF,MAFG,0.1260778
A1CF,MTG2,0.15795847
A1CF,NEO1,0.09219639
A1CF,P2RX2,0.23486881
A1CF,PDK1,0.10148671
A1CF,PLEKHA2,0.18293891
A1CF,PLEKHA6,0.1043187
A1CF,PMM2,0.11751387
A1CF,RAB3A,0.23486881
A1CF,RCHY1,0.17084997
A1CF,RELL2,0.12252463
A1CF,RND2,0.12866719
A1CF,RNF34,0.07994476
A1CF,RRNAD1,0.07847439
A1CF,SAV1,0.12684889
A1CF,SECTM1,0.18778519
A1CF,SHANK2,0.11041635
A1CF,SHTN1,0.08595599
A1CF,SLC15A1,0.13817238
A1CF,SLC30A1,0.12217771
A1CF,SLC7A1,0.14574834
A1CF,SMCO4,0.0921589
A1CF,SPEN,0.1043187
A1CF,SRBD1,0.12514037
A1CF,STAG3,0.0921589
A1CF,SYP,0.17084997
A1CF,TACC2,0.11751387
A1CF,TCN2,0.11041635
A1CF,TLR4,0.1043187
A1CF,TMEM170B,0.16727492
A1CF,TMEM53,0.17084997
A1CF,TPD52,0.2061494
A1CF,TSC22D1,0.17084997
A1CF,TUBGCP3,0.20199846
A1CF,TXNIP,0.1191461
A1CF,WIZ,0.2061494
A1CF,XPO1,0.19670927
A1CF,ZFPM1,0.09219639
A1CF,ZNF33A,0.19670927
A1CF,ZNF385A,0.12923053
A1CF,ZNF469,0.09219639
A1CF,ZNF512,0.1260778
ABCA5,ABCB8,0.07847439
ABCA5,ABCC8,0.09600695
ABCA5,ABCD4,0.09600695
ABCA5,ABHD17C,0.12866719
ABCA5,ACSS3,0.09600695
ABCA5,ACTBL2,0.16873057
ABCA5,ACVR2B,0.16727492
ABCA5,ADM,0.11041635
ABCA5,AFDN,0.07994476
ABCA5,AKAP12,0.09057609
ABCA5,AMOTL2,0.1043187
ABCA5,AMT,0.08590221
ABCA5,ANKRD44,0.12252463
ABCA5,ANKS1A,0.13817238
ABCA5,APBB2,0.09057609
ABCA5,APPL1,0.22563548
ABCA5,ARMC8,0.09600695
ABCA5,ATN1,0.15085087
ABCA5,BCL7A,0.0921589
ABCA5,CBX6,0.08590221
ABCA5,CCDC90B,0.16727492
ABCA5,CCNJL,0.1375739
ABCA5,CD8A,0.09907827
ABCA5,CD8A,0.1375739
ABCA5,CLEC5A,0.09907827
ABCA5,CMTM4,0.23486881
ABCA5,COL3A1,0.1043187
ABCA5,COL7A1,0.09600695
ABCA5,CORO1A,0.20199846
ABCA5,CPEB3,0.10576755
ABCA5,CTXN1,0.08595599
ABCA5,CX3CL1,0.17756414
ABCA5,CXCR1,0.15085087
ABCA5,DUSP3,0.08590221
ABCA5,DUSP6,0.09907827
ABCA5,EDAR,0.10576755
ABCA5,EDC4,0.12357774
ABCA5,ETF1,0.09600695
ABCA5,FANCD2,0.12514037
ABCA5,FBXW2,0.14971969
ABCA5,FJX1,0.10450354
ABCA5,GCNT1,0.09057609
ABCA5,GLUD1,0.12923053
ABCA5,GMFG,0.17084997
ABCA5,HAUS5,0.12923053
ABCA5,HES1,0.22563548
ABCA5,HES1,0.08254276
ABCA5,HOXB13,0.12684889
ABCA5,HOXC6,0.12684889
ABCA5,ID1,0.18778519
ABCA5,IP6K1,0.07847439
ABCA5,IPPK,0.11041635
ABCA5,JAZF1,0.17084997
ABCA5,KCNS3,0.08025668
ABCA5,KDM5A,0.12492348
ABCA5,KIAA0586,0.08590221
ABCA5,KIAA0930,0.20199846
ABCA5,KIFC3,0.09219639
ABCA5,KLHL26,0.09057609
ABCA5,KMT2D,0.08815181
ABCA5,LCMT2,0.2061494
